id_aluno,nome,curso,periodo,cr,faltas,situacao_financeira,reprovacoes,idade,evadiu
1263,Gustavo Queiroz,Engenharia Civil,7.0,8.0,1.0,estavel,0.0,20.0,0
1264,Larissa Pereira,Engenharia Civil,3.0,2.5,10.0,intermediaria,4.0,29.0,1
1265,Gabriela Martins,Direito,7.0,3.0,40.0,estavel,0.0,21.0,1
1266,Sônia Pinto,Direito,3.0,4.0,6.0,dificuldade,3.0,22.0,1
1267,Nara Siqueira,Administração,5.0,7.3,1.0,intermediaria,0.0,22.0,0
1268,Otávio Nascimento,Direito,3.0,6.5,,intermediaria,1.0,26.0,0
1269,Igor Silva,Engenharia Civil,8.0,5.0,0.0,intermediaria,0.0,25.0,0
1270,Iara Lopes,Ciência da Computação,3.0,6.8,2.0,estavel,0.0,21.0,0
1271,Adriana Monteiro,Ciência da Computação,5.0,8.0,7.0,intermediaria,0.0,22.0,0
1272,Camila Carvalho,Engenharia Civil,3.0,6.9,1.0,estavel,1.0,21.0,0
1273,Nara Barbosa,Engenharia Civil,1.0,5.2,3.0,intermediaria,0.0,22.0,0
1274,Sônia Amaral,Ciência da Computação,3.0,6.8,6.0,dificuldade,0.0,30.0,0
1275,Hana Fonseca,Administração,8.0,6.7,6.0,estavel,1.0,19.0,0
1276,Iara Moura,Ciência da Computação,8.0,7.2,4.0,estavel,0.0,,0
1277,Iara Magalhães,Engenharia Civil,8.0,7.0,3.0,intermediaria,1.0,30.0,0
1278,Thiago Neto,Administração,8.0,7.7,2.0,dificuldade,0.0,22.0,0
1279,Helena Campos,Engenharia Civil,1.0,3.5,8.0,dificuldade,2.0,26.0,1
1280,Tiago Cardoso,Ciência da Computação,8.0,,2.0,estavel,1.0,20.0,0
1281,Guilherme Assis,Engenharia Civil,7.0,5.1,6.0,estavel,0.0,20.0,0
1282,Renata Guimarães,Direito,,7.7,8.0,intermediaria,0.0,23.0,0
1283,Elena Magalhães,Ciência da Computação,6.0,4.5,24.0,dificuldade,2.0,26.0,1
1284,Sônia Gonçalves,Administração,7.0,6.8,10.0,intermediaria,0.0,26.0,0
1285,Ana Martins,Direito,6.0,6.3,5.0,intermediaria,3.0,21.0,0
1286,Rodrigo Lopes,Medicina,,4.9,1.0,estavel,2.0,24.0,0
1287,Sônia Cruz,Administração,3.0,8.5,1.0,estavel,1.0,24.0,0
1288,Igor Leal,Medicina,7.0,6.2,6.0,estavel,2.0,26.0,0
1289,Marcelo Monteiro,Engenharia Civil,7.0,4.7,22.0,intermediaria,4.0,28.0,1
1290,Hana Pires,Ciência da Computação,8.0,3.4,,intermediaria,5.0,,1
1291,Helena Vieira,Medicina,8.0,6.2,,estavel,0.0,37.0,0
1292,Olivia Melo,Direito,4.0,6.9,19.0,estavel,0.0,19.0,0
1293,Mariana Brito,Ciência da Computação,2.0,8.2,11.0,intermediaria,1.0,25.0,0
1294,Roberto Azevedo,Direito,1.0,7.4,2.0,intermediaria,0.0,23.0,0
1295,Eduardo Dantas,Engenharia Civil,4.0,7.4,3.0,intermediaria,3.0,22.0,0
1296,Bruno Silva,Direito,5.0,6.2,9.0,intermediaria,1.0,26.0,0
1297,José Nogueira,Ciência da Computação,7.0,5.9,2.0,intermediaria,0.0,31.0,0
1298,Wesley Barros,Ciência da Computação,1.0,4.6,35.0,dificuldade,4.0,22.0,1
1299,Elena Vargas,Ciência da Computação,3.0,4.7,8.0,estavel,,24.0,1
1300,Débora Cruz,Direito,7.0,5.4,34.0,intermediaria,1.0,20.0,1
1301,Marina Barros,Engenharia Civil,8.0,6.3,5.0,estavel,0.0,25.0,0
1302,Sônia Ferreira,Engenharia Civil,6.0,6.4,5.0,estavel,2.0,26.0,0
1303,Alexandre Lima,Ciência da Computação,6.0,3.4,22.0,intermediaria,2.0,25.0,1
1304,Felipe Leal,Administração,,5.5,19.0,estavel,1.0,23.0,0
1305,Queila Ribeiro,Medicina,5.0,6.4,8.0,intermediaria,3.0,20.0,1
1306,Pedro Pinto,Ciência da Computação,,7.0,3.0,estavel,2.0,19.0,0
1307,Iara Rodrigues,Ciência da Computação,4.0,6.3,2.0,estavel,0.0,21.0,0
1308,Patricia Melo,Direito,1.0,6.5,4.0,estavel,0.0,18.0,0
1309,Helena Brito,Engenharia Civil,5.0,7.9,0.0,estavel,0.0,26.0,0
1310,Alexandre Nogueira,Direito,8.0,3.4,25.0,dificuldade,1.0,20.0,1
1311,Larissa Vieira,Ciência da Computação,6.0,6.8,6.0,dificuldade,0.0,26.0,0
1312,Wesley Ferreira,Administração,6.0,5.4,7.0,intermediaria,0.0,18.0,0
1313,Leonardo Pereira,Engenharia Civil,3.0,6.1,3.0,estavel,,24.0,0
1314,Guilherme Vargas,Ciência da Computação,1.0,3.8,18.0,dificuldade,4.0,18.0,1
1315,Isabella Santos,Medicina,6.0,5.3,12.0,intermediaria,,20.0,0
1316,Diego Lemos,Direito,6.0,6.1,40.0,intermediaria,1.0,20.0,1
1317,Bruna Araújo,Ciência da Computação,3.0,6.4,1.0,dificuldade,1.0,24.0,0
1318,Kevin Silva,Engenharia Civil,7.0,7.2,2.0,intermediaria,2.0,20.0,0
1319,Juliana Dantas,Medicina,,7.0,1.0,estavel,0.0,23.0,0
1320,Ximena Rezende,Medicina,4.0,6.1,5.0,intermediaria,0.0,28.0,0
1321,Patricia Ferreira,Administração,1.0,3.6,11.0,intermediaria,1.0,19.0,1
1322,Caio Neto,Engenharia Civil,2.0,3.6,40.0,intermediaria,1.0,23.0,1
1323,Roberto Moreira,Administração,6.0,3.1,40.0,intermediaria,3.0,24.0,1
1324,Priscila Moura,Direito,6.0,3.5,30.0,intermediaria,2.0,25.0,1
1325,Natalia Ferreira,Administração,4.0,6.5,24.0,dificuldade,0.0,27.0,1
1326,Eloisa Gomes,Ciência da Computação,3.0,4.3,2.0,intermediaria,0.0,21.0,0
1327,Giovanna Monteiro,Direito,2.0,6.5,1.0,estavel,0.0,28.0,0
1328,Henrique Cavalcanti,Administração,2.0,6.1,5.0,intermediaria,2.0,27.0,0
1329,Felipe Vieira,Administração,5.0,2.3,21.0,intermediaria,1.0,20.0,1
1330,Ursula Viana,Engenharia Civil,1.0,4.6,4.0,intermediaria,0.0,24.0,0
1331,Rafael Batista,Direito,2.0,5.7,17.0,intermediaria,2.0,21.0,1
1332,Pedro Carvalho,Engenharia Civil,7.0,4.0,8.0,intermediaria,0.0,20.0,1
1333,Queila Dantas,Ciência da Computação,7.0,7.4,13.0,estavel,0.0,21.0,0
1334,Leonardo Souza,Ciência da Computação,5.0,4.0,13.0,intermediaria,0.0,20.0,1
1335,Débora Melo,Engenharia Civil,4.0,3.7,17.0,intermediaria,1.0,24.0,1
1336,Samuel Braga,Medicina,2.0,5.7,2.0,intermediaria,1.0,23.0,0
1337,Aline Moura,Medicina,7.0,5.8,5.0,intermediaria,2.0,21.0,0
1338,Wesley Andrade,Engenharia Civil,7.0,5.5,7.0,intermediaria,0.0,25.0,0
1339,Lucas Cardoso,Direito,2.0,6.3,2.0,intermediaria,0.0,24.0,0
1340,Ursula Cavalcanti,Ciência da Computação,1.0,4.2,13.0,intermediaria,0.0,21.0,1
1341,Vanessa Amaral,Administração,4.0,6.0,4.0,intermediaria,0.0,20.0,0
1342,Roberto Brito,Administração,2.0,7.2,4.0,estavel,1.0,28.0,0
1343,Felipe Melo,Medicina,7.0,3.6,25.0,intermediaria,2.0,26.0,1
1344,Sônia Nascimento,Engenharia Civil,7.0,4.7,21.0,dificuldade,3.0,23.0,1
1345,Ulisses Alves,Ciência da Computação,2.0,,5.0,estavel,1.0,23.0,0
1346,Natalia Amaral,Medicina,1.0,6.0,5.0,intermediaria,0.0,24.0,0
1347,Danilo Nunes,Direito,8.0,3.9,21.0,intermediaria,3.0,,1
1348,Guilherme Azevedo,Ciência da Computação,3.0,6.4,0.0,intermediaria,1.0,21.0,0
1349,Iara Fonseca,Direito,7.0,7.1,6.0,intermediaria,1.0,27.0,0
1350,Henrique Braga,Ciência da Computação,7.0,7.2,6.0,dificuldade,0.0,19.0,0
1351,Carlos Cavalcanti,Administração,3.0,7.0,5.0,intermediaria,0.0,21.0,0
1352,Gabriela Barros,Engenharia Civil,8.0,5.8,3.0,intermediaria,1.0,,0
1353,Henrique Teixeira,Engenharia Civil,7.0,6.8,0.0,intermediaria,0.0,25.0,0
1354,Sônia Carvalho,Medicina,1.0,5.5,0.0,estavel,0.0,18.0,0
1355,Matheus Costa,Medicina,4.0,6.1,9.0,estavel,0.0,22.0,0
1356,Igor Viana,Direito,6.0,5.1,7.0,intermediaria,1.0,34.0,0
1357,Lucas Silva,Engenharia Civil,3.0,7.0,11.0,intermediaria,2.0,21.0,0
1358,Nicolas Cruz,Engenharia Civil,7.0,5.5,3.0,intermediaria,0.0,25.0,0
1359,Bruna Silva,Direito,3.0,7.7,0.0,estavel,1.0,21.0,0
1360,Lucas Nascimento,Administração,1.0,7.3,1.0,estavel,0.0,27.0,0
1361,Eduardo Moreira,Ciência da Computação,8.0,3.7,10.0,intermediaria,1.0,30.0,0
1362,Bernardo Rodrigues,Engenharia Civil,4.0,6.9,10.0,intermediaria,1.0,32.0,0
1363,Gabriela Queiroz,Ciência da Computação,3.0,7.8,12.0,estavel,1.0,22.0,0
1364,Simone Brito,Engenharia Civil,6.0,8.2,3.0,intermediaria,0.0,22.0,0
1365,Otávio Barros,Medicina,6.0,6.5,3.0,intermediaria,,18.0,0
1366,Otávio Lemos,Direito,1.0,5.0,10.0,estavel,1.0,24.0,0
1367,Marina Rocha,Administração,1.0,4.4,5.0,dificuldade,2.0,27.0,1
1368,Isabela Cruz,Medicina,7.0,6.8,0.0,intermediaria,0.0,20.0,0
1369,Aline Andrade,Medicina,3.0,7.4,8.0,intermediaria,0.0,34.0,0
1370,Eloisa Carvalho,Administração,1.0,,27.0,estavel,1.0,19.0,1
1371,Marcelo Rezende,Engenharia Civil,4.0,7.6,2.0,estavel,2.0,35.0,0
1372,Renata Guimarães,Direito,2.0,5.6,3.0,intermediaria,0.0,21.0,0
1373,Hana Barbosa,Medicina,3.0,6.6,7.0,dificuldade,3.0,20.0,0
1374,Caio Medeiros,Ciência da Computação,2.0,5.1,27.0,intermediaria,4.0,29.0,1
1375,João Assis,Direito,,3.4,7.0,intermediaria,1.0,19.0,1
1376,Larissa Azevedo,Administração,6.0,4.7,16.0,intermediaria,0.0,19.0,1
1377,Diego Vieira,Medicina,6.0,7.7,6.0,estavel,1.0,22.0,0
1378,Gustavo Moura,Administração,6.0,6.2,3.0,estavel,0.0,19.0,0
1379,Bernardo Azevedo,Medicina,7.0,7.0,9.0,intermediaria,0.0,21.0,0
1380,Luana Oliveira,Ciência da Computação,1.0,5.0,19.0,dificuldade,5.0,20.0,1
1381,Bernardo Fonseca,Direito,2.0,7.1,1.0,intermediaria,0.0,27.0,0
1382,Nara Medeiros,Direito,8.0,6.6,6.0,estavel,0.0,21.0,0
1383,Priscila Almeida,Administração,7.0,5.8,2.0,estavel,0.0,23.0,0
1384,Simone Dantas,Direito,5.0,6.3,14.0,dificuldade,1.0,23.0,1
1385,Débora Dantas,Direito,8.0,,5.0,intermediaria,2.0,30.0,0
1386,Bruna Pires,Administração,1.0,6.7,3.0,intermediaria,1.0,24.0,0
1387,Larissa Freitas,Administração,2.0,6.1,13.0,intermediaria,0.0,22.0,0
1388,Elena Araújo,Direito,4.0,6.5,9.0,estavel,1.0,24.0,0
1389,Isabella Andrade,Engenharia Civil,5.0,4.4,,dificuldade,3.0,,1
1390,Victor Amaral,Engenharia Civil,1.0,7.8,6.0,estavel,0.0,21.0,0
1391,Wanessa Siqueira,Engenharia Civil,7.0,7.5,3.0,estavel,0.0,18.0,0
1392,Renata Lima,Ciência da Computação,5.0,4.2,33.0,dificuldade,2.0,20.0,1
1393,Lucas Neto,Direito,6.0,3.0,18.0,intermediaria,0.0,31.0,1
1394,Talita Coelho,Direito,7.0,6.0,0.0,intermediaria,1.0,22.0,0
1395,Caio Martins,Ciência da Computação,7.0,6.3,8.0,intermediaria,2.0,27.0,0
1396,Elena Duarte,Direito,4.0,5.8,40.0,intermediaria,2.0,26.0,1
1397,Roberto Correia,Medicina,3.0,4.2,6.0,dificuldade,1.0,19.0,1
1398,Isabela Mendes,Ciência da Computação,7.0,4.4,13.0,intermediaria,0.0,28.0,1
1399,Hugo Souza,Direito,8.0,2.2,16.0,dificuldade,2.0,26.0,1
1400,Pedro Amaral,Engenharia Civil,4.0,5.9,3.0,intermediaria,3.0,22.0,0
1401,Danilo Guimarães,Administração,,3.6,33.0,intermediaria,0.0,19.0,1
1402,Tatiana Duarte,Administração,4.0,,2.0,estavel,0.0,23.0,0
1403,Renata Andrade,Administração,8.0,6.1,4.0,intermediaria,1.0,25.0,1
1404,Joana Pereira,Medicina,1.0,6.3,8.0,intermediaria,0.0,22.0,0
1405,Débora Vargas,Engenharia Civil,8.0,6.5,1.0,estavel,1.0,25.0,0
1406,Marcelo Viana,Ciência da Computação,8.0,7.7,6.0,estavel,0.0,28.0,0
1407,Ursula Leal,Engenharia Civil,5.0,5.8,4.0,intermediaria,0.0,24.0,0
1408,Marina Pereira,Engenharia Civil,2.0,5.5,1.0,estavel,0.0,22.0,0
1409,Kevin Dias,Medicina,7.0,5.6,10.0,estavel,1.0,18.0,0
1410,Olivia Machado,Engenharia Civil,8.0,7.1,4.0,intermediaria,0.0,22.0,0
1411,Valentina Gonçalves,Direito,4.0,8.1,0.0,intermediaria,0.0,22.0,0
1412,Olivia Gonçalves,Engenharia Civil,4.0,6.4,2.0,intermediaria,2.0,25.0,0
1413,Igor Nunes,Engenharia Civil,1.0,2.8,33.0,intermediaria,1.0,28.0,1
1414,Fernanda Barbosa,Direito,6.0,8.2,9.0,intermediaria,1.0,19.0,0
1415,João Araújo,Ciência da Computação,5.0,4.7,40.0,dificuldade,3.0,19.0,1
1416,Nicolas Barbosa,Direito,1.0,7.8,3.0,intermediaria,0.0,20.0,0
1417,Guilherme Braga,Direito,8.0,5.7,6.0,estavel,2.0,24.0,1
1418,Kevin Freitas,Engenharia Civil,3.0,7.6,6.0,intermediaria,1.0,17.0,0
1419,Gabriela Moura,Direito,8.0,,18.0,dificuldade,0.0,,0
1420,Elena Magalhães,Engenharia Civil,8.0,6.5,10.0,intermediaria,0.0,17.0,0
1421,Rodrigo Moreira,Administração,6.0,6.7,28.0,intermediaria,0.0,21.0,0
1422,Nicolas Ramos,Medicina,1.0,5.6,7.0,dificuldade,0.0,24.0,0
1423,Hana Leite,Engenharia Civil,1.0,6.2,1.0,intermediaria,1.0,23.0,0
1424,Thiago Batista,Medicina,1.0,6.4,7.0,estavel,1.0,30.0,0
1425,Fernanda Carvalho,Medicina,3.0,4.3,7.0,dificuldade,0.0,25.0,1
1426,Natalia Costa,Medicina,5.0,6.0,16.0,intermediaria,2.0,22.0,1
1427,Mariana Coelho,Direito,5.0,4.1,34.0,intermediaria,3.0,24.0,1
1428,Camila Barbosa,Direito,1.0,6.3,13.0,estavel,0.0,23.0,0
1429,Guilherme Dias,Engenharia Civil,4.0,5.1,3.0,intermediaria,1.0,25.0,0
1430,Thiago Coelho,Ciência da Computação,6.0,7.0,3.0,intermediaria,2.0,19.0,0
1431,Priscila Vieira,Engenharia Civil,2.0,2.0,40.0,dificuldade,1.0,20.0,1
1432,Wagner Silva,Administração,8.0,7.3,3.0,intermediaria,2.0,21.0,0
1433,Bruna Andrade,Engenharia Civil,1.0,6.3,5.0,intermediaria,0.0,18.0,0
1434,Isabella Campos,Medicina,4.0,6.4,6.0,dificuldade,3.0,20.0,1
1435,Fábio Dias,Medicina,8.0,7.9,8.0,intermediaria,0.0,27.0,0
1436,Aline Assis,Engenharia Civil,8.0,3.9,16.0,dificuldade,3.0,21.0,1
1437,Carla Lemos,Engenharia Civil,3.0,6.3,1.0,intermediaria,2.0,22.0,0
1438,José Barbosa,Administração,5.0,7.7,0.0,intermediaria,0.0,23.0,0
1439,Patricia Gomes,Medicina,5.0,4.7,,intermediaria,1.0,22.0,1
1440,Kevin Matos,Direito,6.0,7.6,5.0,intermediaria,0.0,24.0,0
1441,Isabella Gomes,Direito,5.0,4.5,3.0,intermediaria,2.0,22.0,1
1442,Isabela Dantas,Direito,7.0,6.3,5.0,estavel,0.0,19.0,0
1443,Nara Araújo,Medicina,8.0,5.8,4.0,intermediaria,2.0,30.0,0
1444,Giovanna Gonçalves,Medicina,5.0,7.2,2.0,intermediaria,0.0,23.0,0
1445,Guilherme Xavier,Medicina,5.0,7.3,0.0,intermediaria,0.0,21.0,0
1446,Daniela Moreira,Administração,5.0,5.5,3.0,dificuldade,0.0,24.0,0
1447,Paulo Rocha,Engenharia Civil,4.0,3.0,20.0,intermediaria,2.0,24.0,1
1448,Thiago Barros,Administração,2.0,4.2,0.0,estavel,1.0,20.0,0
1449,Giovanna Castro,Administração,2.0,6.0,2.0,estavel,1.0,20.0,0
1450,Sabrina Teixeira,Engenharia Civil,2.0,5.1,0.0,estavel,2.0,22.0,0
1451,Leonardo Alves,Ciência da Computação,5.0,6.2,3.0,intermediaria,2.0,20.0,0
1452,Natalia Amaral,Administração,7.0,8.4,0.0,estavel,0.0,22.0,0
1453,Aline Leite,Administração,7.0,6.1,21.0,intermediaria,0.0,24.0,0
1454,Nara Ferreira,Medicina,8.0,6.4,3.0,estavel,4.0,17.0,0
1455,Adriana Queiroz,Medicina,7.0,7.2,2.0,estavel,2.0,23.0,0
1456,Isabella Machado,Ciência da Computação,6.0,6.0,3.0,intermediaria,0.0,18.0,0
1457,Patricia Barbosa,Medicina,,4.6,19.0,dificuldade,3.0,27.0,1
1458,Ana Lima,Medicina,5.0,3.4,17.0,intermediaria,1.0,22.0,1
1459,Bruna Silva,Ciência da Computação,5.0,7.0,0.0,intermediaria,0.0,21.0,0
1460,Valentina Barbosa,Medicina,4.0,6.8,1.0,intermediaria,0.0,32.0,0
1461,Wagner Silva,Administração,7.0,4.5,40.0,intermediaria,3.0,22.0,1
1462,Fernanda Rezende,Administração,7.0,6.2,7.0,estavel,0.0,20.0,0
1463,Igor Xavier,Ciência da Computação,3.0,3.9,37.0,dificuldade,6.0,28.0,1
1464,Elias Medeiros,Ciência da Computação,8.0,,4.0,estavel,1.0,22.0,0
1465,Henrique Torres,Engenharia Civil,5.0,5.1,2.0,estavel,0.0,19.0,0
1466,Larissa Medeiros,Direito,4.0,7.2,0.0,intermediaria,0.0,18.0,0
1467,Eloisa Guimarães,Ciência da Computação,3.0,5.7,18.0,dificuldade,3.0,21.0,1
1468,Otávio Gonçalves,Engenharia Civil,,5.5,15.0,intermediaria,0.0,,0
1469,Luana Lemos,Administração,8.0,6.9,4.0,estavel,1.0,34.0,0
1470,Camila Oliveira,Medicina,2.0,7.2,3.0,intermediaria,0.0,19.0,0
1471,Carlos Teixeira,Direito,5.0,6.5,3.0,intermediaria,1.0,31.0,0
1472,Carla Borges,Direito,2.0,4.6,22.0,intermediaria,4.0,25.0,1
1473,Adriana Campos,Direito,4.0,5.6,5.0,intermediaria,3.0,20.0,0
1474,Hugo Rezende,Engenharia Civil,5.0,5.3,21.0,intermediaria,3.0,24.0,1
1475,Larissa Correia,Engenharia Civil,5.0,5.0,0.0,intermediaria,0.0,19.0,0
1476,Elias Rocha,Administração,1.0,5.5,16.0,intermediaria,0.0,28.0,0
1477,Henrique Rezende,Engenharia Civil,2.0,4.5,23.0,intermediaria,4.0,29.0,1
1478,Eduardo Siqueira,Direito,7.0,6.4,4.0,estavel,0.0,,0
1479,Rodrigo Pereira,Ciência da Computação,7.0,5.8,1.0,dificuldade,1.0,18.0,0
1480,Valentina Almeida,Engenharia Civil,1.0,5.5,1.0,intermediaria,1.0,26.0,0
1481,Talita Andrade,Direito,1.0,6.4,9.0,intermediaria,0.0,25.0,0
1482,Carlos Souza,Direito,6.0,5.1,8.0,intermediaria,1.0,25.0,1
1483,Otávio Dias,Engenharia Civil,4.0,6.7,2.0,estavel,3.0,23.0,0
1484,Danilo Lima,Ciência da Computação,7.0,6.8,5.0,intermediaria,2.0,23.0,0
1485,Ana Ferreira,Administração,8.0,4.9,8.0,estavel,1.0,26.0,1
1486,Henrique Correia,Direito,1.0,8.2,3.0,intermediaria,0.0,19.0,0
1487,Wanessa Dantas,Ciência da Computação,6.0,8.3,2.0,dificuldade,0.0,32.0,0
1488,Pedro Neto,Direito,3.0,3.7,40.0,intermediaria,2.0,36.0,1
1489,Gustavo Correia,Engenharia Civil,1.0,6.3,7.0,dificuldade,3.0,20.0,0
1490,Helena Rezende,Medicina,2.0,8.0,3.0,intermediaria,0.0,31.0,0
1491,Carla Cavalcanti,Ciência da Computação,3.0,3.9,20.0,dificuldade,3.0,22.0,1
1492,Gabriela Rodrigues,Engenharia Civil,3.0,7.4,2.0,intermediaria,0.0,28.0,0
1493,Karla Duarte,Medicina,4.0,6.1,10.0,estavel,1.0,22.0,0
1494,Juliana Brito,Direito,4.0,5.9,0.0,intermediaria,0.0,31.0,0
1495,Priscila Coelho,Direito,1.0,5.4,5.0,intermediaria,0.0,26.0,0
1496,Lucas Ribeiro,Medicina,7.0,5.4,5.0,dificuldade,,28.0,0
1497,Queila Cruz,Engenharia Civil,5.0,7.5,3.0,estavel,0.0,21.0,0
1498,Rafael Ramos,Ciência da Computação,2.0,4.0,14.0,dificuldade,2.0,21.0,1
1499,Beatriz Duarte,Engenharia Civil,2.0,4.9,2.0,dificuldade,0.0,22.0,0
1500,Aline Ramos,Administração,,,2.0,intermediaria,1.0,20.0,0
